"barcode","cas","prefix","name","description","container_size","size_unit","date_purchased","date_disposed","parent_location","location","haz_substance","un_number","dg_class_1","dg_class_2","dg_class_3","packing_group","schedule","supplier"
"100010021914","1191-15-7","","diisobutylaluminium hydride",,"100","gram","2019-10-30 08:04:47",,,"Dangerous when wet",True,"3394","4.2","4.3",,"I",,
"100010021915","7447-41-8","","lithium chloride",,"100","gram","2019-10-30 08:04:47",,"Harmful","H5",True,"",,,,,,
"100010021916","7789-78-8","","calcium hydride",,"100","gram","2019-10-30 08:04:48",,,"Dangerous when wet",True,"1404","4.3",,,"I",,
"100010021917","18162-48-6","t-","butyldimethylsilyl chloride",,"25","gram","2019-10-30 08:04:48",,"Flammable solid","Box 1",True,"2920","8","3",,"II",,
"100010021918","14128-54-2","","lithium aluminium deuteride",,"5","gram","2019-10-30 08:04:49",,,"Dangerous when wet",True,"1410","4.3",,,"I",,
"100010021919","14128-54-2","","lithium aluminium deuteride",,"1","gram","2019-10-30 08:04:49",,,"Dangerous when wet",True,"1410","4.3",,,"I",,
"100010021920","121-92-6","3-","nitrobenzoic acid",,"250","gram","2019-10-30 08:04:50",,"Harmful","H17",True,"",,,,,,
"100010021921","7699-45-8","","zinc bromide",,"500","gram","2019-10-30 08:04:50",,"Corrosive","Acid Solid 2",True,"3260","8",,,"III",,
"100010021922","280-57-9","1,4-","diazabicyclo-[2.2.2]-octane",,"100","gram","2019-10-30 08:04:51",,"Flammable solid","Box 1",True,"1325","4.1",,,"II",,
"100010021923","1122-58-3","4-","dimethylaminopyridine (DMAP)",,"50","gram","2019-10-30 08:04:51",,"Toxic","TS2",True,"2811","6.1",,,"III",,
"100010021924","1122-58-3","4-","dimethylaminopyridine (DMAP)",,"25","gram","2019-10-30 08:04:52",,"Toxic","TS2",True,"2811","6.1",,,"III",,
"100010021925","1122-58-3","4-","dimethylaminopyridine (DMAP)",,"100","gram","2019-10-30 08:04:53",,"Toxic","TM3",True,"2811","6.1",,,"III",,
"100010021926","64-69-7","","iodoacetic acid",,"25","gram","2019-10-30 08:04:53",,"Fridge","Shelf 2 Box 1",True,"2923","8","6.1",,"I",,
"100010021927","4832-16-0","1-","decalone",,"1","gram","2019-10-30 08:04:54",,"Harmful","H4",False,"",,,,,,
"100010021928","57239-58-4","4-","fluorodibenzyl diselenide",,"10","gram","2019-10-30 08:04:54",,"Toxic","TS2",True,"","6.1",,,,,
"100010021929","160848-22-6","[6,6]-","phenyl C61 butyric acid methyl ester ([60]PCBM)",,"1","gram","2019-10-30 08:04:55",,"Harmful","H7",False,"",,,,,,
"100010021930","13815-94-6","","ruthenium (III) chloride trihydrate",,"5","gram","2019-10-30 08:04:55",,," Missing",True,"3260","8",,,"II",,
"100010021931","4637-24-5","N,N-","dimethylformamide dimethyl acetal",,"100","milliliter","2019-10-30 08:04:56",,," Missing",True,"",,,,,,
"100010021932","366-18-7","2,2'-","bipyridyl",,"5","gram","2019-10-30 08:04:56",,"Toxic","TS1",True,"","6.1",,,,,
"100010021933","6674-22-2","1,8-","diazabicyclo[5.4.0]undec-7-ene (DBU)",,"25","gram","2019-10-30 08:04:57",,"Corrosive","Base 1",True,"3267","8",,,"II",,
"100010021934","610-30-0","2,4-","dinitrobenzoic acid",,"25","gram","2019-10-30 08:04:57",,"Harmful","H4",True,"",,,,,,
"100010021935","100-00-5","1-","chloro-4-nitrobenzene",,"250","gram","2019-10-30 08:04:58",,"Toxic","TM2",True,"","6.1",,,,,
"100010021936","1620-76-4","4-","methyl-2-pyridinecarbonitrile",,"5","gram","2019-10-30 08:04:59",,"Toxic","TS3",True,"2811","6.1",,,"III",,
"100010021937","824-79-3","","sodium p-toluenesulfinate",,"25","gram","2019-10-30 08:04:59",,"Harmful","H7",False,"",,,,,,
"100010021938","563-41-7","","semicarbazide hydrochloride",,"100","gram","2019-10-30 08:05:00",,"Toxic","TM6",True,"2811","6.1",,,,,
"100010021939","6018-89-9","","nickel (II) acetate tetrahydrate",,"100","gram","2019-10-30 08:05:00",,"Harmful","H17",True,"3077","9",,,"III",,
"100010021940","626-55-1","3-","bromopyridine",,"5","gram","2019-10-30 08:05:01",,"Flammable liquid","Small Box 1",True,"1993","3",,,"III",,
"100010021941","143-66-8","","sodium tetraphenylborate",,"10","gram","2019-10-30 08:05:02",,"Toxic","TS3",True,"","6.1",,,,,
"100010021943","538-75-0","1,3-","dicyclohexylcarbodiimide",,"25","gram","2019-10-30 08:05:02",,"Toxic","TS2",True,"","6.1",,,,,
"100010021944","538-75-0","1,3-","dicyclohexylcarbodiimide",,"25","gram","2019-10-30 08:05:03",,"Toxic","TS2",True,"","6.1",,,,,
"100010021945","1603-41-4","2-","amino-5-picoline",,"50","gram","2019-10-30 08:05:03",,"Toxic","TS1",True,"2811","6.1",,,"II",,
"100010021946","106-40-1","4-","bromoaniline",,"100","gram","2019-10-30 08:05:04",,"Toxic","TM1",True,"2811","6.1",,,"II",,
"100010021947","606-22-4","2,6-","dinitroaniline",,"10","gram","2019-10-30 08:05:04",,"Toxic","TS2",True,"1596","6.1",,,"II",,
"100010021948","24059-89-0","2-","cyano-3-methoxypyridine",,"5","gram","2019-10-30 08:05:05",,"Harmful","H6",True,"",,,,,,
"100010021949","108-95-2","","phenol",,"100","gram","2019-10-30 08:05:05",,"Toxic","TM6",True,"1671","6.1",,,"II",,
"100010021950","593-56-6","","methoxylamine hydrochloride",,"50","gram","2019-10-30 08:05:06",,"Harmful","H13",False,"",,,,,,
"100010021951","930-68-7","2-","cyclohexen-1-one",,"100","gram","2019-10-30 08:05:06",,"Toxic","TM2",True,"","6.1",,,,,
"100010021952","95-14-7","","benzotriazole",,"25","gram","2019-10-30 08:05:07",,"Harmful","H9",True,"",,,,,,
"100010021953","107-18-6","","allyl alcohol",,"100","milliliter","2019-10-30 08:05:08",,"Toxic","TM1",True,"1098","6.1","3",,"I",,
"100010021954","6280-87-1","5-","chlorovaleronitrile",,"25","gram","2019-10-30 08:05:08",,"Toxic","TS1",True,"","6.1",,,,,
"100010021955","1148-79-4","","terpyridine",,"1","gram","2019-10-30 08:05:09",,"Toxic","TS3",True,"","6.1",,,,,
"100010021956","371-40-4","4-","fluoroaniline",,"25","gram","2019-10-30 08:05:09",,"Toxic","TS2",True,"2941","6.1",,,"III",,
"100010021957","693-13-0","N,N'-","diisopropyl carbodiimide",,"25","gram","2019-10-30 08:05:10",,"Toxic","TS2",True,"","6.1",,,,,
"100010021958","693-13-0","N,N'-","diisopropyl carbodiimide",,"25","gram","2019-10-30 08:05:10",,"Toxic","TS2",True,"","6.1",,,,,
"100010021959","12067-46-8","","tungsten selenide",,"10","gram","2019-10-30 08:05:11",,"Toxic","TS3",True,"3283","6.1",,,"III",,
"100010021961","34837-55-3","","phenylselenyl bromide",,"25","gram","2019-10-30 08:05:11",,"Toxic","Dessicator",True,"2928","6.1","8",,"II",,
"100010021962","112-54-9","","lauric aldehyde (dodecanal)",,"100","gram","2019-10-30 08:05:12",,"Harmful","H17",True,"3082","9",,,"III",,
"100010021963","7664-93-9","","sulfuric acid",,"100","milliliter","2019-10-30 08:05:13","2020-07-29 01:31:31.261959",,"Oxidants",True,"","8",,,,,
"100010021964","75-65-0","2-","methylpropan-2-ol (t-butyl alcohol)",,"500","milliliter","2019-10-30 08:05:13",,"Flammable liquid","Small Box 4",True,"1120","3",,,"II",,
"100010021965","75-65-0","2-","methylpropan-2-ol (t-butyl alcohol)",,"500","milliliter","2019-10-30 08:05:14",,"Flammable liquid","Small Box 4",True,"1120","3",,,"II",,
"100010021966","75-65-0","2-","methylpropan-2-ol (t-butyl alcohol)",,"500","milliliter","2019-10-30 08:05:14",,"Flammable liquid","Small Box 4",True,"1120","3",,,"II",,
"100010021967","7553-56-2","","iodine",,"100","gram","2019-10-30 08:05:15",,," Missing",True,"3495","8","6.1",,"III",,
"100010021968","155371-19-0","1-","ethyl-3-methylimidazolium hexafluorophosphate (EMIMPF6)",,"250","gram","2019-10-30 08:05:15",,"Harmful","H12",False,"",,,,,,
"100010021969","1066-26-8","","sodium acetylide",,"500","gram","2019-10-30 08:05:16",,,"Dangerous when wet",True,"",,,,,,
"100010021970","91-66-7","N,N","diethylaniline",,"1","liter","2019-10-30 08:05:16",,"Toxic","TL2",True,"2432","6.1",,,"III",,
"100010021971","2157-52-0","9-","fluorenone oxime",,"25","gram","2019-10-30 08:05:17",,"Harmful","H5",True,"3077","9",,,"III",,
"100010021972","502-56-7","","nonan-5-one",,"100","gram","2019-10-30 08:05:17",,"Flammable liquid","Small Box 5",True,"1224","3",,,"III",,
"100010021973","98-87-3","a,a-","dichlorotoluene",,"25","gram","2019-10-30 08:05:18",,"Toxic","TS2",True,"1886","6.1",,,"II",,
"100010021974","17084-13-8","","potassium hexafluorophosphate",,"100","gram","2019-10-30 08:05:18",,"Corrosive","Acid Solid 1",True,"3260","8",,,"II",,
"100010021975","64-19-7","","acetic acid (glacial)",,"100","milliliter","2019-10-30 08:05:19",,," Missing",True,"2789","8","3",,"II",,
"100010021976","103-30-0","trans-","stilbene",,"25","gram","2019-10-30 08:05:19",,"Harmful","H7",True,"3077","9",,,"III",,
"100010021977","15115-58-9","3(2-","bromophenyl)propionic acid",,"25","gram","2019-10-30 08:05:20",,"Harmful","H2",True,"",,,,,,
"100010021978","87-91-2","( -)-","diethyl-L-tartrate",,"25","gram","2019-10-30 08:05:20",,"Harmful","H4",False,"",,,,,,
"100010021979","91-01-0","","benzhydrol",,"50","gram","2019-10-30 08:05:21",,"Harmful","H2",False,"",,,,,,
"100010021980","91-01-0","","benzhydrol",,"100","gram","2019-10-30 08:05:21",,"Harmful","H17",False,"",,,,,,
"100010021981","91-01-0","","benzhydrol",,"25","gram","2019-10-30 08:05:22",,"Harmful","H4",False,"",,,,,,
"100010021982","91-01-0","","benzhydrol",,"25","gram","2019-10-30 08:05:22",,"Harmful","H4",False,"",,,,,,
"100010021983","120-12-7","","anthracene",,"25","gram","2019-10-30 08:05:23",,"Harmful","H1",True,"",,,,,,
"100010021984","3528-17-4","","thiochroman-4-one",,"10","gram","2019-10-30 08:05:23",,"Harmful","H7",True,"3335","9",,,"III",,
"100010021985","366-18-7","2,2'-","bipyridyl",,"5","gram","2019-10-30 08:05:24",,"Toxic","TS1",True,"","6.1",,,,,
"100010021987","83-88-5","(-)","riboflavin",,"5","gram","2019-10-30 08:05:24",,"Harmful","H7",False,"",,,,,,
"100010021988","57-88-5","","cholesterol",,"25","gram","2019-10-30 08:05:25",,"Harmful","H3",False,"",,,,,,
"100010021989","830-03-5","4-","nitrophenylacetate",,"10","gram","2019-10-30 08:05:25",,,"Freezer 1",True,"",,,,,,
"100010021990","57-10-3","","palmitic acid",,"10","gram","2019-10-30 08:05:26",,"Harmful","H7",False,"",,,,,,
"100010021991","14459-95-1","","potassium hexacyanoferrate (II) trihydrate",,"25","gram","2019-10-30 08:05:26",,"Harmful","H7",False,"",,,,,,
"100010021992","88-99-3","","phthalic acid",,"25","gram","2019-10-30 08:05:27",,"Harmful","H7",False,"",,,,,,
"100010021993","16941-11-0","","ammonium hexafluorophosphate",,"25","gram","2019-10-30 08:05:27",,," Missing",True,"3260","8",,,,,
"100010021994","302-95-4","","sodium deoxycholate",,"10","gram","2019-10-30 08:05:28",,"Harmful","H19",True,"",,,,,,
"100010021995","12064-62-9","","gadolinium (III) oxide",,"5","gram","2019-10-30 08:05:28",,"Harmful","H5",False,"",,,,,,
"100010021996","69365-72-6","","gallium (III) nitrate hydrate",,"5","gram","2019-10-30 08:05:29",,,"Freezer 1",True,"1477","5.1",,,,,
"100010021997","53188-07-1","6-","hydroxy-2,5,7,8-tetramethylchromane-2-carboxylic acid",,"1","gram","2019-10-30 08:05:29",,"Harmful","H5",False,"",,,,,,
"100010021998","125565-45-9","","manganese(III) 5,10,15,20-tetra(4-pyridyl)-21H,23H-porphine chloride tetrakis(methochloride)",,"500","milligram","2019-10-30 08:05:30",,"Harmful","H6",True,"",,,,,,
"100010021999","7775-14-5","","sodium hydrosulfite",,"5","gram","2019-10-30 08:05:30",,,"Flammable solid",True,"1384","4.2",,,,,
"100010022056","71418-44-5","","bromobimane",,"25","milligram","2019-10-30 08:05:31",,,"Freezer 1",False,"",,,,,,
"100010022057","533-67-5","2-","deoxy-D-ribose",,"1","gram","2019-10-30 08:05:31",,"Harmful","H4",False,"",,,,,,
"100010022058","148893-10-1","O-(7-","azabenzotriazol-1-yl)-N,N,N',N'-tetramethyluronium hexafluorophosphate (HATU)",,"1","gram","2019-10-30 08:05:32",,"Flammable solid","Box 1",True,"1325","4.1",,,"II",,
"100010022003","345909-26-4","","taurocholic acid sodium salt hydrate",,"1","gram","2019-10-30 08:05:32",,"Harmful","H7",False,"",,,,,,
"100010022004","338950-81-5","","sodium glycocholate hydrate",,"500","milligram","2019-10-30 08:05:33",,"Harmful","H7",False,"",,,,,,
"100010022005","6151-40-2","","quinidine hydrochloride monohydrate",,"5","gram","2019-10-30 08:05:33",,"Poisons","Draw 1",True,"",,,,,3,
"100010022006","58-96-8","","uridine",,"5","gram","2019-10-30 08:05:34",,"Harmful","H7",False,"",,,,,,
"100010022007","65271-80-9","","mitroxantrone dihydrochloride",,"50","milligram","2019-10-30 08:05:34",,"Toxic","TS3",False,"",,,,,,
"100010022008","6066-82-6","N-","hydroxysuccinimide",,"1","gram","2019-10-30 08:05:35",,"Harmful","H5",False,"",,,,,,
"100010022009","38260-01-4","","triethylenetetramine dihydrochloride",,"5","gram","2019-10-30 08:05:35",,"Harmful","H7",False,"",,,,,,
"100010022010","53348-04-2","9,10-","diaminophenanthrene",,"250","milligram","2019-10-30 08:05:36",,,"Freezer 1",False,"",,,,,,
"100010022011","556-50-3","","glycylglycine",,"25","milligram","2019-10-30 08:05:36",,"Harmful","H5",False,"",,,,,,
"100010022012","121584-18-7","","valspodar",,"20","milligram","2019-10-30 08:05:37",,,"Freezer 1",False,"",,,,,,
"100010022013","128446-35-5","(2-","hydroxypropyl)-Œ≤-cyclodextrin",,"0","","2019-10-30 08:05:37",,"Harmful","H5",False,"",,,,,,
"100010022014","188247-01-0","","methylproamine",,"5.08","gram","2019-10-30 08:05:38",,"Toxic","TS3",True,"","6",,,,,
"100010022015","68168-23-0","b-","cyclodextrin hydrate",,"25","gram","2019-10-30 08:05:38",,"Harmful","H3",False,"",,,,,,
"100010022016","10016-20-3","a-","cyclodextrin",,"5","gram","2019-10-30 08:05:39",,"Harmful","H3",False,"",,,,,,
"100010022017","128446-34-4","(2-","hydroxypropyl)-g-cyclodextrin",,"5","gram","2019-10-30 08:05:39",,"Harmful","H5",False,"",,,,,,
"100010022018","7585-39-9","b-","cyclodextrin",,"5","gram","2019-10-30 08:05:41",,"Harmful","H3",False,"",,,,,,
"100010022019","91464-90-3","g-","cyclodextrin hydrate",,"100","milligram","2019-10-30 08:05:41",,"Harmful","H3",False,"",,,,,,
"100010022020","14634-91-4","","ferroin indicator solution",,"50","milliliter","2019-10-30 08:05:42",,"Harmful","H5",False,"",,,,,,
"100010022021","524-36-7","","pyridoxamine dihydrochloride",,"1","gram","2019-10-30 08:05:42",,"Harmful","H7",False,"",,,,,,
"100010022022","84-11-7","9,10-","phenanthrenequinone",,"5","gram","2019-10-30 08:05:43",,"Harmful","H7",True,"",,,,,,
"100010022023","69-78-3","5,5'-","dithiobis(2-nitrobenzoic acid)",,"10","gram","2019-10-30 08:05:44",,"Harmful","H4",True,"",,,,,,
"100010022024","20765-98-4","","rhodium (III) chloride hydrate",,"5","gram","2019-10-30 08:05:44",,"Corrosive","Acid Solid 1",True,"3260","8",,,"II",,
"100010022025","188247-01-0","","methylproamine",,"660","milligram","2019-10-30 08:05:45",,"Toxic","TS3",True,"","6",,,,,
"100010022026","1077-28-7","( -)-a-","lipoic acid",,"5","gram","2019-10-30 08:05:45",,"Harmful","H5",True,"",,,,,,
"100010022027","295-37-4","","cyclam",,"1","gram","2019-10-30 08:05:46",,"Harmful","H7",True,"",,,,,,
"100010022028","3682-35-7","2,4,6-","tris(2-pyridyl)-s-triazine (TPTZ)",,"1","gram","2019-10-30 08:05:46",,"Harmful","H7",False,"",,,,,,
"100010022029","975-17-7","9-","phenyl-2,3,7-trihydroxy-6-fluorone",,"1","gram","2019-10-30 08:05:47",,"Harmful","H7",False,"",,,,,,
"100010022030","13450-84-5","","gadolinium(III) chloride hexahydrate",,"5","gram","2019-10-30 08:05:47",,"Harmful","H5",True,"",,,,,,
"100010022031","182410-00-0","b-","cyclodextrin sulfobutyl ether sodium salts",,"100","gram","2019-10-30 08:05:48",,"Harmful","H20",False,"",,,,,,
"100010022032","188247-01-0","","methylproamine",,"5.05","gram","2019-10-30 08:05:48",,"Toxic","TS3",True,"","6",,,,,
"100010022033","13410-01-0","","sodium selenate",,"10","gram","2019-10-30 08:05:49",,"Toxic","TS3",True,"2630","6.1",,,,,
"100010022034","10102-23-5","","sodium selenate decahydrate",,"50","gram","2019-10-30 08:05:49",,"Toxic","TS3",True,"2630","6.1",,,,,
"100010022035","2016-88-8","","Amiloride hydrochloride hydrate",,"1","gram","2019-10-30 08:05:50",,"Toxic","TS1",False,"",,,,,,
"100010022036","366-18-7","2,2'-","bipyridyl",,"25","gram","2019-10-30 08:05:50",,"Toxic","TS2",True,"","6.1",,,,,
"100010022037","6533-68-2","","scopolamine hydrobromide",,"1","gram","2019-10-30 08:05:51",,"Toxic","TS3",True,"1544","6.1",,,,,
"100010022039","563-63-3","","silver acetate",,"10","gram","2019-10-30 08:05:51",,"Harmful","H7",True,"3077","9",,,,,
"100010022040","6151-25-3","","quercetin dihydrate",,"25","gram","2019-10-30 08:05:52",,"Toxic","TS3",True,"2811","6.1",,,,,
"100010022041","13410-01-0","","sodium selenate",,"100","gram","2019-10-30 08:05:52",,"Toxic","TM6",True,"2630","6.1",,,,,
"100010022042","85536-07-8","","macrogol-400",,"0","","2019-10-30 08:05:53",,"Harmful","H6",False,"",,,,,,
"100010022043","13759-92-7","","europium(III) chloride hexahydrate",,"5","gram","2019-10-30 08:05:53",,"Harmful","H5",False,"",,,,,,
"100010022044","188247-01-0","","methylproamine",,"180","gram","2019-10-30 08:05:54",,"Toxic","TL1",True,"","6",,,,,
"100010022045","188247-01-0","","methylproamine",,"69.5","gram","2019-10-30 08:05:54",,"Toxic","TL2",True,"","6",,,,,
"100010022046","188247-01-0","","methylproamine",,"105","gram","2019-10-30 08:05:55",,"Toxic","TXL2",True,"","6",,,,,
"100010022047","188247-01-0","","methylproamine",,"87.12","gram","2019-10-30 08:05:55",,"Toxic","TL2",True,"","6",,,,,
"100010022048","84012-16-8","","cropure borage",,"300","milliliter","2019-10-30 08:05:56",,"Harmful","H20",False,"",,,,,,
"100010022049","73163-53-8","","cholic acid sodium salt",,"25","gram","2019-10-30 08:05:56",,"Harmful","H3",False,"",,,,,,
"100010022050","137729-23-8","","chloropentaamineruthenium (ii) chloride",,"1","gram","2019-10-30 08:05:57",,"Harmful","H3",False,"",,,,,,
"100010022052","826-36-8","2,2,6,6-","tetramethylpiperidin-4-one",,"100","gram","2019-10-30 08:05:57",,,"Freezer 1",True,"",,,,,,
"100010022053","454-29-5","DL-","homocysteine",,"5","gram","2019-10-30 08:05:58",,,"Freezer 1",False,"",,,,,,
"100010022055","7647-01-0","","hydrochloric acid",,"100","milliliter","2019-10-30 08:05:58",,"Fridge","Door",True,"1789","8",,,"II",,
"100010173001","7772-98-7","","sodium thiosulfate",,"500","gram","2019-10-30 08:05:59",,"Hazardous","Shelf 1",False,"",,,,,,
"100010048303","7440-05-3","","palladium on activated carbon",,"10","gram","2019-10-30 08:05:59",,"Flammable solid","Dessicator 2",True,"",,,,,,
"100010048304","7440-05-3","","palladium on activated carbon",,"10","gram","2019-10-30 08:06:00",,"Flammable solid","Dessicator 2",True,"",,,,,,
"100010135801","7782-49-2","","selenium",,"250","gram","2019-10-30 08:06:00",,"Toxic","TM6",True,"3077","9",,,"III",,
"100010135802","7782-49-2","","selenium",,"250","gram","2019-10-30 08:06:01",,"Toxic","TM6",True,"3077","9",,,"III",,
"100010135803","4136-95-2","2,4,6-","trichlorobenzoyl chloride",,"25","gram","2019-10-30 08:06:01",,"Corrosive","Acid Liquid 2",True,"3265","8",,,"II",,
"100010163601","119-67-5","2-","carboxybenzaldehyde",,"100","gram","2019-10-30 08:06:02",,"Harmful","H3",True,"",,,,,,
"100010161903","6630-33-7","2-","bromobenzaldehyde",,"25","gram","2019-10-30 08:06:02",,"Harmful","H2",False,"",,,,,,
"100010164201","2516-96-3","2-","chloro-5-nitrobenzoic acid",,"5","gram","2019-10-30 08:06:03",,"Harmful","H3",True,"3077","9",,,"II",,
"100010161904","6630-33-7","2-","bromobenzaldehyde",,"25","gram","2019-10-30 08:06:03",,"Harmful","H2",False,"",,,,,,
"100010162201","2042-37-7","2-","bromobenzonitrile",,"10","gram","2019-10-30 08:06:04",,"Harmful","H2",True,"",,,,,,
"100011000000","108-45-2","m-","phenylenediamine",,"100","gram","2019-10-30 08:06:04",,"Toxic","TM2",True,"",,,,,,
"100011000001","1477-55-0","m-","xylylenediamine",,"100","gram","2019-10-30 08:06:05",,"Corrosive","Base 1",True,"2735","8",,,"II",,
"100011000002","107-15-3","","ethylenediamine",,"1","liter","2019-10-30 08:06:05",,"Corrosive","Base 2",True,"1604","8","3",,"II",,
"100010135804","42333-78-8","2,4,6-","tris(4-pyridyl)-s-triazine",,"1","gram","2019-10-30 08:06:06",,"Harmful","H18",True,"",,,,,,
"100011000009","121-73-3","1-","chloro-3-nitrobenzene",,"250","gram","2019-10-30 08:06:06",,"Toxic","TM2",True,"1578","6.1",,,"II",,
"100011000012","100-17-4","4-","nitroanisole",,"5","gram","2019-10-30 08:06:07",,"Toxic","TS2",True,"3458","6.1",,,"III",,
"100011000013","7681-38-1","","sodium hydrogen sulphate",,"500","gram","2019-10-30 08:06:07",,"Harmful","H18",False,"",,,,,,
"100011000014","622-24-2","(2-","chloroethyl)benzene",,"100","gram","2019-10-30 08:06:08",,"Harmful","H18",True,"",,,,,,
"100011000015","110-81-6","","diethyl disulfide",,"25","gram","2019-10-30 08:06:08",,,"Freezer 1",True,"1993","3",,,"III",,
"100011000016","512-56-1","","trimethyl phosphate",,"50","gram","2019-10-30 08:06:09",,," Missing",True,"",,,,,,
"100011000017","6168-72-5","( /-)-2-","amino-1-propanol",,"25","gram","2019-10-30 08:06:09",,"Corrosive","Base 1",True,"2735","8",,,"II",,
"100011000018","402-43-7","4-","bromobenzotrifluoride",,"5","gram","2019-10-30 08:06:10","2021-11-29 04:59:41.641804","Flammable liquid","Small Box 2",True,"1993","3",,,"III",,
"100011000019","16834-13-2","5,10,15,20-","tetra(4-pyridyl)-21H,23H-porphine",,"1","gram","2019-10-30 08:06:10",,"Harmful","H18",True,"",,,,,,
"282915799892","85-42-7","1,2-","cyclohexanedicarboxylic anhydride, predominantly cis",,"100","gram","2019-10-30 08:06:11",,"Harmful","H17",True,"",,,,,,
"749532349278","76-05-1","","trifluoroacetic acid",,"100","milliliter","2019-10-30 08:06:11",,"Corrosive","Acid Liquid 2",True,"2699","8",,,"II",,
"304330997442","512-56-1","","trimethyl phosphate",,"50","gram","2019-10-30 08:06:12",,"Toxic","TS2",True,"",,,,,,
"795375850978","110-60-1","1,4-","diaminobutane",,"25","gram","2019-10-30 08:06:12",,"Corrosive","Base 1",True,"2925","4.1","8",,,,
"255405853770","34837-55-3","","phenylselenyl bromide",,"5","gram","2019-10-30 08:06:13",,"Toxic","Dessicator",True,"2928","6.1","8",,"II",,
"253805629698","591-49-1","1-","methyl-1-cyclohexene",,"5","gram","2019-10-30 08:06:13",,,"Freezer 1",True,"",,,,,,
"152335742852","10026-12-7","","niobium (V) chloride",,"10","gram","2019-10-30 08:06:14",,," Missing",True,"3260","8",,,,,
"101768369554","59-67-6","","nicotinic acid",,"1","gram","2019-10-30 08:06:14",,"Harmful","H6",True,"",,,,,,
"182035086514","103-82-2","","phenylacetic acid",,"10","gram","2019-10-30 08:06:15",,"Poisons","Draw 1",True,"",,,,,7,
"169267673926","91-20-3","","naphthalene",,"25","gram","2019-10-30 08:06:15",,," Missing",True,"1334","4.1",,,,7,
"495409932170","118-92-3","","anthranilic acid",,"50","gram","2019-10-30 08:06:16",,"Harmful","H10",False,"",,,,,,
"276566035990","887144-97-0","3,3-","dimethyl-1-(trifluoromethyl)-1,2-benziodoxole (Togni reagent)",,"250","milligram","2019-10-30 08:06:17",,"Fridge","Shelf 2 Box 1",True,"1325","4.1",,,,,
"118659196701","300-57-2","","allylbenzene",,"25","milliliter","2019-10-30 08:06:17",,"Flammable liquid","Small Box 4",True,"3295","3",,,,,
"281098068004","97-00-7","1-","chloro-2,4-dinitrobenzene",,"50","gram","2019-10-30 08:06:18",,"Toxic","TM2",True,"3441","6.1",,,,,
"209619481600","110-86-1","","pyridine",,"500","milliliter","2019-10-30 08:06:19","2020-11-11 05:46:41.057145",," Missing",True,"1282","3","6.1",,"II",,
"483087208487","1122-58-3","4-","dimethylaminopyridine (DMAP)",,"5","gram","2019-10-30 08:06:19",,"Toxic","TS2",True,"2811","6.1",,,"III",,
"258765520204","626-15-3","a,a'-","dibromo-m-xylene",,"25","gram","2019-10-30 08:06:20",,"Toxic","TS2",True,"3621","8",,,,,
"120342998849","20970-75-6","3-","methylpicolinonitrile",,"100","gram","2019-10-30 08:06:20",,"Harmful","H16",True,"",,,,,,
"268967431322","7791-25-5","","sulfuryl chloride (1M in DCM)",,"100","milliliter","2019-10-30 08:06:21",,"Corrosive","Acid Liquid 2",True,"2927","8","6.1",,,,
"192660052780","7757-82-6","","sodium sulfate",,"500","gram","2019-10-30 08:06:21",,"Hazardous","Shelf 1",False,"",,,,,,
"206637839360","7757-82-6","","sodium sulfate",,"500","gram","2019-10-30 08:06:22",,"Hazardous","Shelf 1",False,"",,,,,,
"786620516375","110-86-1","","pyridine",,"500","milliliter","2019-10-30 08:06:22",,"Flammable liquid","Small Box 5",True,"1282","3","6.1",,"II",,
"310441491988","7429-90-5","","Aluminium",,"500","gram","2019-10-30 08:06:23",,"Flammable solid","Box 1",True,"1309","4.1",,,,,
"281879457190","100-16-3","4-","nitrophenylhydrazine",,"25","gram","2019-10-30 08:06:23",,"Flammable solid","Box 2",True,"3376","4.1",,,"I",,
"132327483301","13965-03-2","","bis(triphenylphosphine) palladium (II) dichloride",,"1","gram","2019-10-30 08:06:24",,"Flammable solid","Dessicator 1",False,"",,,,,,
"240152420419","14220-64-5","","bis(benzonitrile)dichloropalladium (II)",,"1","gram","2019-10-30 08:06:24",,"Flammable solid","Dessicator 1",False,"",,,,,,
"282688041753","13965-03-2","","bis(triphenylphosphine) palladium (II) dichloride",,"5","gram","2019-10-30 08:06:25",,"Flammable solid","Dessicator 1",False,"",,,,,,
"463000853777","13965-03-2","","bis(triphenylphosphine) palladium (II) dichloride",,"5","gram","2019-10-30 08:06:25",,"Flammable solid","Dessicator 1",False,"",,,,,,
"265367747029","455-19-6","4-","(trifluoromethyl)benzaldehyde",,"5","gram","2019-10-30 08:06:26",,"Harmful","H7",True,"",,,,,,
"733621166673","455-19-6","4-","(trifluoromethyl)benzaldehyde",,"5","gram","2019-10-30 08:06:26",,"Harmful","H7",True,"",,,,,,
"224859701614","75-05-8","","acetonitrile",,"7.5","liter","2019-10-30 08:06:27",,"Flammable liquid","Large",True,"1648","3",,,"II",,
"271090850702","71-36-3","n-","butanol",,"500","milliliter","2019-10-30 08:06:27",,"Flammable liquid","Large",True,"1120","3",,,"III",,
"147836018988","280-64-8","9-","BBN (0.5M in THF)",,"800","milliliter","2019-10-30 08:06:28",,"Flammable liquid","Large",True,"",,,,,,
"862303186950","110-54-3","n-","hexane",,"2.5","liter","2019-10-30 08:06:28",,"Flammable liquid","Large",True,"1208","3",,,"II",,
